# 圆锥曲线问题推理过程数据集
# 共 5357 个有效样本 （这里提供了一部分样本[2521]~[5006]）
# 格式：[样本ID] 推理过程

[4618] 斤);根据椭圆的定义可知|PM|+|PN|=6,化简(\frac{9}{|PM|}+\frac{1}{|PN|})\cdot\frac{|PM|+|PN|}{6}并结合基本不等式可求\frac{9}{|PM|}+\frac{1}{|PN|}的的最小值.由题可知:点M(-2,0)N(2,0)是椭圆\frac{x^{2}}{9}+\frac{y^{2}}{5}=1的焦点,所以|PM|+|PN|=2a=6所以\frac{9}{|PM|}+\frac{1}{|PN|}\overset\rightarrowM|+|PN|+\frac{|+|PN|}{|PN|}=\frac{10}{6}+\frac{3|PN|}{2|PM|}+\frac{|PM|}{6|PN|}\geqslant\frac{5}{3}+2\sqrt{\frac{3|PN|}{2|PM|}\cdot\frac{|PM|}{6|PN|}=\frac{8}{3},当且仅当\frac{DM|}{PN|}时等号成立,即3|PN|=|PM|时等号成立+\frac{1}{1PN}的最小值为\frac{8}{2},

[4620] 求出抛物线的焦点坐标,写出直线方程,与抛物线方程联立,利用弦长公式,转化求解直线的斜率,得到倾斜角.直线l经过抛物线C:y^{2}=12x的焦点F(3,0).若直线/斜率不存在,则弦长为12不合题意,故直线l斜率存在,设为k,直线l方程为:y=k(x-3),且与抛物线C交于A(x_{1},y_{1}),B(x_{2},y_{2})两点可得k^{2}(x-3)^{2}=12x,即k^{2}x^{2}-(6k^{2}+12)x+9k^{2}=0可得x_{1}+x_{2}=\frac{6k^{2}+12}{k^{2}},弦AB的长为16,即\frac{6k^{2}+12}{k^{2}}+6=16,解得k=\pm\sqrt{3}.所以,直线的倾斜角为:\frac{\pi}{3}或\frac{2\pi}{3}.

[4621] 由题意不妨设A(c,c),代入椭圆方程得:\frac{c^{2}}{a^{2}}+\frac{c^{2}}{b^{2}}=1,解得e^{2}=\frac{3-\sqrt{5}}{2},从而e=\frac{\sqrt{5}-1}{2},所以答案应填:\frac{\sqrt{5}-1}{2}.

[4623] 根据抛物线的定义可知4+\frac{p}{2}=5,故p=2,2p=4,所以抛物线方程为y^{2}=-4x,当x=-4时y^{2}=16,y=\pm4.青】本小颗主要考查抛物线的定义,抛物线方程的求解,考杳抛物线上点的坐标的求法,属于其础题

[4624] 根据题意和所给条件可得c^{2}-ac-2a^{2}=0,由此齐次式可得e=2,再利用a,b,c之间的关系求得\frac{b}{a}即可得解.羊解】设双曲线的半焦距为c,则F(c,0),B(c,\pm\frac{b^{2}}{a})因为|AF|=|BF|所以\frac{b^{2}}{a}=a+c'所以c^{2}-ac-2a^{2}=0,即e^{2}-e-2=0,故e=2.所以双曲线的渐近线方程为y=\pm\sqrt{3}x.

[4625] 根据椭圆的离心率可知a=2c,根据椭圆的定义可知APF_{1}F_{2}的周长为2(a+c)=6c,设APF_{1}F_{2}的内切圆半径为r,点P(x,y),利用S_{APF_{1}F_{2}}=\frac{1}{2}|F_{1}F_{2}||y|=c|y|=pr(p为APF_{1}F_{2}周长的一半),可得|y|=3r,再根据\frac{S_{APAB}}{S_{APF_{1}F_{2}}}=(\frac{y-r}{y})^{2})^{2},即可求4号结果.解】设椭圆C:\frac{x2}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)的焦距为2c,由题设\frac{c}{a}=\frac{1}{2},所以a=2c由椭圆的定义可知,|PF_{1}|+|PF_{2}|=2a,|F_{1}F_{2}|=2c.APF_{1}F_{2}的周长为2(a+c)=6c,设APF_{1}F_{2}的内切圆半径为r,点P(x,y)又S_{APF}F_{2}=\frac{1}{2}|F_{1}F_{2}||y|=c|y|设p为\trianglePF_{1}F_{2}周长的一半,则S_{APF}F_{2}=pr=3cr所以3cr=c|y|,得|y|=3r.由题意可知,_{APAB}\sim\trianglePF_{1}F_{2}得\frac{S_{APAB}}{S_{1}DF}=(\frac{y-r}{y})^{2}所以\frac{S_{APAB}}{S_{4PF}}=(\frac{3r-r}{3r})^{2}=\frac{4}{9}.

[4627] 由焦点相同可得a^{2}-b^{2}=\frac{1}{2}a^{2}+\frac{1}{2}b^{2},即a^{2}=3b^{2},由此可求出渐近线方程依题意椭圆\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)与双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=\frac{1}{2}(a>0,b>0)的焦点相同,即与\frac{x^{2}}{2}-\frac{y^{2}}{\frac{b^{2}}{2}}=1(a>0,b>0)的焦点相同,可得:a^{2}-b^{2}=\frac{1}{2}a^{2}+\frac{1}{2}b^{2},即a^{2}=3b^{2}\therefore\frac{b}{a}=\frac{\sqrt{3}}{3},可得\frac{\frac{b}{\sqrt{2}}}{\frac{a}{\sqrt{2}}}=\frac{\sqrt{3}}{3}\therefore双曲线的渐近线方程为:y=\pm\frac{\frac{b}{\sqrt{2}}}{\sqrt{2}}x,y=\pm\frac{\sqrt{3}}{3}x

[4631] 根据双曲线方程求得渐近线方程以及夹角,结合六弦定理即可求得P知|OF|=c=2,渐近线方程为y=\pm\sqrt{3}x,故两条渐近线的倾斜角为60^{\circ},120点P有如图的两种位置情况.当为P_{1}位置情况时,\angleP_{1}OF=60^{\circ},则\triangleOP_{1}F为等边三角形,则|PF|=2;当为P_{2}位置情况时,\angleP_{2}OF=120由余弦定理可得PF^{2}=OF^{2}+OP^{2}-2\timesOF\timesOP\times\cos120^{\circ},则PF|=2\sqrt{3}

[4632] 由题意知A(-2\sqrt{2},0),B(2\sqrt{2},0),设P(x,y),则k_{1}=\frac{y}{x+2\sqrt{2}},k_{2}=\frac{y}{x-2\sqrt{2}}k_{1}k_{2}=\frac{y^{2}}{x^{2}-8}=\frac{4(1-\frac{x^{2}}{8})}{x^{2}-8}=-\frac{1}{2}又k_{1}=2,所以k_{2}=-\frac{1}{4}.

[4633] 设直线PQ的方程为x=ty+\frac{1}{2},设P(x_{1},y_{1}),Q(x_{2},y_{2}),然后联立直线方程与抛物线方程,运用韦达定理得到y_{1}+y_{2},继而得出x_{1}+x_{2},再根据中点坐标公示得出点M的坐标,消去参数t得到轨迹方程.设直线PQ的方程为x=ty+\frac{1}{2},设P(x_{1},y_{1}),Q(x_{2},y_{2}),M(x,y)联立\begin{cases}y2=4x\\x=ty+\frac{1}{2}\end{cases},得y^{2}-4ty-2=0,则a=16t^{2}+8>0,所以y_{1}+y_{2}=4t,x_{1}+x_{2}=4t^{2}+1,由中点坐标公式得:M(2t^{2}+\frac{1}{2},2t)则由\begin{cases}x=2t^{2}+\frac{1}{2}\\y=2t\end{cases}消去t得,得点M的轨迹方程为y^{2}=2x-1.

[4634] 根据椭圆定义知|PF_{1}|+|PF_{2}|=2a,由PF_{1}\botPF_{2},得\trianglePF_{1}F_{2}为直角三角形,\therefore(|PF_{1}|)^{2}+(|PF_{2}|)^{2}=(2c)^{2},又\because\trianglePF_{1}F_{2}的面积为2,.\frac{1}{2}.|PF_{1}|\cdot|PF_{2}|=2,则|PF_{1}|\cdot|PF_{2}|=4(2a)^{2}=(|PF_{1}|+|PF_{2}|)^{2}=(|PF_{1}|)^{2}+(|PF_{2}|)^{2}+2|PF_{1}|\cdot|PF_{2}|=4c^{2}+8,可得a^{2}-c^{2}=2=b^{2},由\frac{x^{2}}{a^{2}}+\frac{y^{2}}{a^{2}-4}=1可得b^{2}=a^{2}-4即a^{2}-4=2,a=\sqrt{6},即2a=2\sqrt{6}

[4635] 由已知有a=1,b=\sqrt{3},c=2,\begin{cases}PF|+|PF_{2}=2\\|PF|=2|PF_{2}\end{cases},解得\begin{cases}PF_{1}=4\\PF_{2}=2\end{cases},则在APF_{1}F_{2}中,|F_{1}F_{2}|=2c=4,则\cos\angleF_{1}PF_{2}=\frac{16+4-16}{2\times4\times2}=\frac{1}{4}

[4636] S_{AOAB}=-\frac{3}{2}\tan\angleAOB=\frac{1}{2}|\overrightarrow{OA}|\overrightarrow{|OB|}\sin\angleAOB\therefore\overrightarrow{OA}\cdot\overrightarrow{C}\overrightarrow{2B}=-3设A(x_{1},y_{1}),B(x_{2},y_{2})即x_{1}x_{2}+y_{1}y_{2}=-3,\frac{(y_{1}y_{2})^{2}}{4p^{2}}+y_{1}y_{2}=-3设直线方程为x=my+\frac{p}{2},故\begin{cases}x=my+\frac{p}{2}\\y2=2px\end{cases}得到y^{2}-2pmy-p^{2}=0,y_{1}y_{2}=-p^{2}代入计算得到:p=2

[4638] 若双曲线的焦点在x轴上,则\frac{b}{a}=\frac{4}{3},焦点坐标为(10,0)由a^{2}+b^{2}=100,得a^{2}=36,b^{2}=64,所以双曲线的方程为\frac{x^{2}}{36}-\frac{y^{2}}{64}=1;若双曲线的焦点在y轴上,则\frac{a}{b}=\frac{4}{3},焦点坐标为(0,10)由a^{2}+b^{2}=100,得a^{2}=64,b^{2}=36,所以双曲线的方程为\frac{y^{2}}{64}-x^{2}-2x+1=0

[4639] 由椭圆\frac{x^{2}}{9}+\frac{y^{2}}{5}=1可得a^{2}=9,b^{2}=5,则c^{2}=a^{2}-b^{2}=4,即c=2,所以椭圆的右焦点为(2,0),则该圆的圆心坐标为(2,0)

[4640] 设A(x_{1},y_{1}),B(x_{2},y_{2}),则\overrightarrow{OA}\cdot\overrightarrow{OB}=(x_{1},y_{1}\cdot(x_{2},y_{2})=x_{1}x_{2}+y_{1}y_{2}由\begin{cases}y=x-\\y^{2}=2x\end{cases}2,解得y^{2}-2y-4=0或x^{2}-6x+4=0,所以x_{1}x_{2}=4,y_{1}y_{2}=-4,所以\overrightarrow{OA}\cdot\overrightarrow{OB}=x_{1}x_{2}+y_{1}y_{2}=-4+4=0.

[4641] 因为椭圆中心在坐标原点,对称轴为坐标轴,且椭圆经过点(4,0)离心率为\frac{\sqrt{3}}{2}当焦点在x轴时,设方程为\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1,则\begin{matrix}a=4\\e=\frac{c}{a}=\frac{\sqrt{3}}{2},解得b=2\end{matrix}a=4a^{2}=b^{2}+c^{2}所以椭圆方程为\frac{x^{2}}{16}+\frac{y^{2}}{4}=1当焦点在y轴时,\frac{y^{2}}{a^{2}}+\frac{x^{2}}{b^{2}}=1则\begin{matrix}b=4&\\e=\frac{c}{a}=\frac{\sqrt{3}}{2},解得\begin{cases}a=8\\b=4\\c=4\end{cases}c=4\sqrt{3}所以椭圆方程为\frac{x^{2}}{16}+\frac{y^{2}}{64}=1;a2=b^{2}+c^{2}所以椭圆的方程为\frac{x^{2}}{16}+:\frac{y^{2}}{(4}=1或\frac{x^{2}}{16}+\frac{y^{2}}{4}=1

[4642] 点(2,2\sqrt{2})到此抛物线焦点的距离为2+\frac{p}{2}=2+1=3

[4644] 由9x^{2}+4y^{2}=36得:\frac{x2}{4}+\frac{y^{2}}{9}=1,所以c^{2}=5,设所求椭圆为\frac{x^{2}}{b^{2}}+\frac{y^{2}}{a^{2}}=1(a>b>0)代入点(2,-3)得\frac{4}{b^{2}}+\frac{9}{a^{2}}=1,联立c^{2}=5=a^{2}+b^{2}解得a^{2}=15,b^{2}=10所以所求方程为\frac{y^{2}}{15}+\frac{x^{2}}{10}=1.

[4645] 设双曲线方程为\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1由题可得P(\sqrt{5},4),把P(\sqrt{5},4)代入双曲线标准方程\therefore\frac{5}{a^{2}}-\frac{16}{b^{2}}=1\becausec^{2}=a^{2}+b^{2}=5,解得a^{2}=1,b^{2}=4\because此双曲线的方程是x^{2}-\frac{y^{2}}{4}=1

[4647] 因为:\overrightarrow{PE}\cdot\overrightarrow{PF}=(\overrightarrow{NE}-\overrightarrow{NP})\cdot(\overrightarrow{NF}-\overrightarrow{NP})=\overrightarrow{NE}\cdot\overrightarrow{NF}-\overrightarrow{NP}\cdot(\overrightarrow{NE}+\overrightarrow{NF})+\overrightarrow{NP}^{2}=-|NE|\cdot|NF|\cdot\cos\pi-0+|NP|^{2}=-1+|NP|^{2}.又因为N为椭圆的右焦点,\therefore|NP|\in[a-c,a+c]=[1,3],\therefore\overrightarrow{PE}\cdot\overrightarrow{PF}\in[0,8]

[4649] 由题意可得双曲线\frac{x2}{25}-\frac{y^{2}}{9}=1,a=5,b=3,c=\sqrt{34},得F_{1}(-\sqrt{34},0),F_{2}(\sqrt{34},0),又|F_{1}F_{2}^{2}=34\times4,|PF_{1}|-|PF_{2}|=10,由余弦定理可得:|F_{1}F_{2}|^{2}=|PF_{1}|+|PF_{2}|-2|PF_{1}|\cdot|PF_{2}|\cos120^{\circ}=(|PF_{1}|-|PF_{2}|)^{2}+3|PF_{1}|\cdot|PF_{2}|=100+3|PF_{1}|\cdot|PF_{2}|=136\therefore|PF_{1}|\cdot|PF_{2}|=12\therefore\triangleF_{1}PF_{2}的面积S=\frac{1}{2}|PF_{1}|.|PF_{2}|\sin20^{\circ}=\frac{1}{2}\times12\times\frac{\sqrt{3}}{2}=3\sqrt{3},

[4650] 由抛物线的定义知:点P到抛物线焦点的距离等于点P到准线x=1的距离,\overrightarrow{m},-----------抛物线焦点的距离是5-1=4.

[4652] 离心率是\sqrt{5}的双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0,b>0)的一个焦点与抛物线y^{2}=20x的焦点重合,可得\begin{cases}c=5\\\frac{c}{a}=\sqrt{5}\end{cases},可得a=\sqrt{5}则b^{2}=c^{2}-a^{2}=20所求的双曲线方程为:\frac{x^{2}}{5}-\frac{y^{2}}{20}=1

[4653] 由椭圆的方程:\frac{x^{2}}{2}+y^{2}=1,可得左焦点F(-1,0).(i)当直线l的斜率为0时,则直线l为x轴,AB的中垂线为y轴,这时M与原点O重合,这时|AB|=2a=2\sqrt{2},|FM|=c=1,所以\frac{|FM|}{|AB^{2}}=\frac{1}{8}|(ii)当直线l的斜率不存在时,AB的中垂线为x轴,舍去,(iii)当直线的斜率不为0时,设直线l的方程为x=my-1,由于直线l的斜率存在,所以m\neq0.设A,B的坐标分别为(x_{1},y_{1}),(x_{2},y_{2})联立直线与椭圆的方程:\begin{cases}x=my-\\\frac{x^{2}}{2}+y2=\end{cases}my-1\Delta=(-2m)^{2}+4(2+m^{2})=8(m^{2}+1)>0,\thereforey_{1}+y_{2}=\frac{2m}{2+m^{2}},y_{1}y_{2}=-\frac{1}{2+m^{2}},则弦长|AB|=\sqrt{1+m^{2}}|y_{1}-y_{2}|=\frac{\sqrt{1+m^{2}}{2+m^{2}}}{=}\frac{2\sqrt{2}(1}{2+}\frac{+m^{2})}{\frac{m}{2}}x_{1}+x_{2}=m(y_{1}+y_{2})-2=\frac{2m^{2}}{2+m^{2}}-1=-\frac{4}{2+m^{2}}所以AB的中点坐标(-\frac{2}{2+m^{2}},\frac{m}{2+m^{2}}),所以直线AB的中垂线方程为:y-\frac{m}{2}-mx+\frac{2}{2+m2})令y=0,可得x=-\frac{1}{2},则\frac{y-2+m^{2}}{所以M(-\frac{1}{2})},0所以|FM|=|-1+\frac{2+m^{2}}{2+m^{2}}|=\frac{1+m^{2}}{2+m^{2}},所以\frac{|FM|}{|AR|^{2}}=\frac{1}{8}\times\frac{2+m^{2}}{1+m^{2}}=\frac{1}{8}(1+\frac{1}{1+m^{2}})\in(\frac{1}{8},\frac{1}{4}),综上所述\frac{|FM|}{|AB|^{2}}的取值范围是(\frac{1}{8},\frac{1}{4}),

[4657] c^{2}=36-16=20,a^{2}=36\begin{cases}|PF_{1}|+|PF_{2}|=2a=12\\|PF_{1}|^{2}+|PF_{2}|^{2}=4c^{2}=80\end{cases}|PF_{1}||PF_{2}|=\frac{(|PF_{1}|+|PF_{2}|)^{2}-(|PF_{2}|^{2}+|PF_{2}|^{2})}{2}=32S_{PF_{1}F_{2}}=\frac{1}{2}|PF_{1}||PF_{2}|=16.

[4658] 根据椭圆的定义可得a=4,c=\sqrt{15},再由b^{2}=a^{2}c^{2},即可求解.由已知2a=8,2c=2\sqrt{15},所以a=4,c=\sqrt{15}所以b^{2}=a^{2}-c^{2}=16-15=1.又椭圆的焦点在y轴上,所以椭圆的标准方程为\frac{y^{2}}{16}+x^{2}=1

[4660] 抛物线y^{2}=4x的焦点F(1,0),点P到准线的距离与点P到点F的距离相等,本题即求点P到点(0,-1)的距离与到点F(1,0)的距离之和的最小值,画图可知最小值即为点(0,-1)与点F(1,0)间的距离,最小值为\sqrt{2}

[4662] 由题意,双曲线\frac{x^{2}}{a^{2}}-\frac{y^{2}}{3}=1,可得双曲线的离心率为e=\frac{c}{a}=\frac{\sqrt{a^{2}+3}}{a}=\sqrt{1+\frac{3}{a^{2}}}因为a>1,可得e=\sqrt{1+\frac{3}{a^{2}}}\in(1,2),即双曲线的离心率的取值范围是(1,2)

[4663] 设直线l的方程为:y-1=2(x-1),即y=2x-1,与y^{2}=2px联立得:4x^{2}-(4+2p)x+1=0,设A(x_{1},y_{1}),B(x_{2},y_{2}),\triangle=(4+2p)^{2}-16>0\thereforex_{1}+x_{2}=\frac{4+2p}{4}=2\Rightarrowp=2^{,}满足\triangle>0抛物线的准线方程为:x=-\frac{p}{2}=-1

[4664] 由题设知直线l必过F点,且B在A,C之间,|AB|=|FC|=\sqrt{1+k^{2}},联立抛物线和直线方程整理并结合韦达定理有x_{1}+x_{2}=2+\frac{2}{k^{2}},而由抛物线定义可得|AB|=x_{1}+x_{2}+p,即可列方程求k^{2},进而求|AB|.羊解】由题设知:F(1,0),而直线l:y=k(x-1)过F点,又|AF|=|BC|\thereforeB在A,C之间,且|AB|=|FC|,C(0,-k),即|FC|=\sqrt{1+k^{2}}联立抛物线与直线方程,\begin{cases}y2=4x\\y=k(x-\end{cases},整理得k^{2}x^{2}-2(k^{2}+2)x+k^{2}=0且4>0,若A(x_{1},y_{1}),B(x_{2},y_{2}),则x_{1}+x_{2}=\frac{2(k^{2}+2)}{k^{2}}=2+\frac{2}{k^{2}},而|AB|=x_{1}+x_{2}+p=x_{1}+x_{2}+2\therefore4+\frac{4}{12}=\sqrt{1+k^{2}},可得k^{2}=8+4\sqrt{5},即|AB|=|FC|=\sqrt{9+4\sqrt{5}}=\sqrt{5}+2

[4665] 双曲线C:\frac{x^{2}}{a^{2}}-y^{2}=1(a>0)的两条渐近线为y=\pm\frac{1}{a}x,\begin{cases}y=\frac{1}{2}x+1\\y=\frac{1}{1}x\\y=\frac{x}{2}x+1\\y=-\frac{1}{1}x\end{cases}解得x_{P}=\frac{2a}{2-a}所以\frac{x_{P}+x_{Q}}{2}=\frac{\frac{2a}{2-a}+\frac{-2a}{2+a}}{2}=2解得a^{2}=2,由b^{2}=1,所以c^{2}=a^{2}+b^{2}=3^{n}所以e=\frac{c}{a}=\sqrt{\frac{c^{2}}{a^{2}}}=\sqrt{\frac{3}{2}}=\frac{\sqrt{6}}{2}.

[4666] 如下图,\becauseAF_{2}\botx轴,\thereforeAF_{2}=\frac{b^{2}}{a}=b^{2},设A(c,b^{2}),又\because|AF_{1}|=3|BF|,则B点坐标为(-\frac{5}{3}c,-\frac{1}{3}b^{2})带入椭圆为(-\frac{5}{3}c)^{2}+\frac{(-\frac{1}{3}b^{2})}{b^{2}}=1解得c^{2}=\frac{1}{3},b^{2}=\frac{2}{3},所以椭圆的方程为x^{2}+\frac{3}{2}y^{2}=1.

[4668] 由题意得直线OA与OB的斜率都存在且不为0和\underline{2\sqrt{3}},不妨设直线OA的方程为y=kx(k\neq0),A(x_{1},y_{1})^{3}B(x_{2},y_{2})\becauseOA\botOB,\therefore直线OB的方程为y=-\frac{1}{k}x由\begin{cases}\frac{x^{2}}{3}-\frac{y^{2}}{4}=1,\\y=kx\end{cases}得x^{2}=\frac{12}{4-3k^{2}}\therefore|OA|\cdot|OB|\geqslant24,当且仅当|OA|=|OB|=2\sqrt{6}时等号成立故|OA|\cdot|OB|的最小值为24

[4670] 曲线y=\sqrt{x},化简为y^{2}=x,|AF|=2|BF|根据抛物线的定义得到x_{1}+\frac{1}{4}=2(x_{2}+\frac{1}{4})\Rightarrowx_{1}=2x_{2}+\frac{1}{4}又因为x_{1}=px_{2}+q,故p=2,q=\frac{1}{4},\frac{p}{q}=8.

[4672] 由题意可知\triangleMF_{2}N的周长为4a,从而可求a的值,进一步可求b的值,则椭圆方程可求由题意,4a=8,\thereforea=2,\becauseF_{1}(-1,0)、F_{2}(1,0)是椭圆的两焦点,\thereforeb^{2}=2^{2}-1=3,\therefore椭圆方程为:\frac{x^{2}}{4}+\frac{y^{2}}{3}=1.

[4674] 双曲线\frac{x^{2}}{4}-\frac{y^{2}}{5}=1的中心为0(0,0),该双曲线的左焦点为F(-3,0)则抛物线的顶点为(3,0),焦点为(0,0),所以p=6,所以抛物线方程是)y^{2}=12(x+3)

[4676] 由题意可得大致图形如下:由y^{2}=2px可得:A(-\frac{p}{2},0),F(\frac{p}{2},0),M(\frac{p}{2},\pmp)由抛物线的对称性可知,取M(\frac{p}{2},p)与M(\frac{p}{2},-p)结果一致,不妨令M(\frac{p}{2},p)\therefore以AF为直径的圆的方程为:x^{2}+y2=\frac{p^{2}}{4};直线AM方程为:x-y+\frac{p}{2}=0设圆心到直线距离为d,则d=\frac{\frac{p}{2}}{\sqrt{1^{2}+1^{2}}}=\frac{\sqrt{2}p}{4}\therefore直线AM被圆解得弦长为:2\sqrt{\frac{p^{2}-\frac{p^{2}}{8}}=2\Rightarrowp=2\sqrt{2}本题正确结果:2\sqrt{2}

[4677] 椭圆的标准方程为\frac{x^{2}}{4}+y^{2}=1,设点P(x,y),则-1\leqslanty<1,由x^{2}+4y^{2}=4得x^{2}=4-4y^{2},|AP|=\sqrt{3}\frac{x^{2}}{x}\therefore当y=-\frac{1}{3}时,|AP|取最大值\frac{4\sqrt{3}}{3}

[4678] 抛物线y^{2}=2px(p>0)的焦点F(\frac{p}{2},0)当过焦点F的直线斜率不存在时,直线方程可设为x=\frac{p}{2},不妨令A(\frac{p}{2},p),B(\frac{p}{2},-p)则k_{1}=\frac{p}{\frac{p}{2}}=2,k_{2}=\frac{-p}{2}=-2,故k_{1}\cdotk_{2}=2\times(-2)=-4当过焦点F的直线斜率存在时,直线方程可设为y=k(x-\frac{p}{2}),令A(x_{1},y_{1}),B(x_{2},y_{2})由\begin{cases}y=k(x-\frac{p}{2})\\y2=2px\end{cases}整理得4k^{2}x^{2}-4p(k^{2}+2)x+k^{2}p^{2}=0则x_{1}+x_{2}=\frac{p(k^{2}+2)}{k^{2}}x_{1}x_{2}=\frac{p^{2}}{4},y_{1}y_{2}=k^{2}(x_{1}-\frac{k}{2})(x_{2}-\frac{p}{2})=k^{2}x_{1}x_{2}-\frac{pk^{2}}{2}(x_{1}+x_{2})+\frac{p^{2k}^{2}}{4}k_{1}\cdotk_{2}=\frac{y_{1}}{x_{1}}\times\frac{y_{2}}{x_{2}}=\frac{y_{1}y_{2}}{x_{1}x_{2}}=k^{2}+\frac{-\frac{pk^{2}}{2}(x_{1}+x_{2})+\frac{p^{2}k^{2}}{1x_{2}}}=k^{2}+\frac{-\frac{pk^{2}}{2}\times\frac{p(k^{2}+2)}{k^{2}}+\frac{p^{2k2}}{4}}=-4综上,k_{1}\cdotk_{2}=-4

[4679] 求出两个圆的圆心与半径,通过动圆与已知圆的位置关系列出方程求解即可已知圆C_{1}:x^{2}+(y-2)^{2}=1和圆x^{2}+(y+2)^{2}=9,得圆C_{1}(0,2),r_{1}=1,圆C_{2}(0,-2),r_{2}=3设动圆圆心M(x,y),因为与圆C_{1}和圆C_{2}都相切,所以MC_{1}=r+1,MC_{2}=3+r即MC_{2}-MC_{1}=(r+3)-(1+r)=2<4=r_{1}+r_{2},所以点M的轨迹是以C_{1},C_{2}为焦点的双曲线的上支,其中a=1,c=2,所以点M的轨迹方程为y2-\frac{x^{2}}{3}=1(y>0)

[4681] 分析:由\overrightarrow{OA}\cdot\overrightarrow{OF}=|\overrightarrow{OF}|^{2},可得AF\botx轴,从而求得A(c,\frac{b^{2}}{a}),代入直线OA的方程为y=\frac{2\sqrt{3}}{3}x'可得结果.详\because\overrightarrow{OA}\cdot\overrightarrow{OF}=|\overrightarrow{OA}|\cdot|\overrightarrow{OF}|\cos<AOF=|\overrightarrow{OF}|^{2}\therefore\overrightarrow{OA}\cos<A\overrightarrow{OF}=|\overrightarrow{OF}|.,\thereforeAF\botx轴,令x=c,得y_{A}=\frac{b^{2}}{a},\thereforeA(c,\frac{b^{2}}{a})又\becauseOA的方程为y=\frac{2\sqrt{3}}{3}x'\therefore\frac{b^{2}}{c}=\frac{2\sqrt{3}}{3}'\therefore\frac{b^{2}}{ac}=\frac{a^{2}-c^{2}}{ac}=\frac{2\sqrt{3}}{3}即e-\frac{1}{e}=\frac{2\sqrt{3}}{3},e^{2}-\frac{2\sqrt{3}}{3}e-1=0'e=\sqrt{3},

[4684] 过点(3,0)且斜率为\frac{4}{5}的直线方程为y-0=\frac{4}{5}(x-3),即y=\frac{4}{5}(x-3)联立椭圆方程\begin{cases}y=\frac{4}{5}(x-3)\\\frac{x^{2}}{25}+\frac{y^{2}}{16}=1\end{cases},得x^{2}-3x-8=0设直线与椭圆交点为(x_{1},y_{1}),(x_{2},y_{2})则x_{1}+x_{2}=3,y_{1}+y_{2}=\frac{4}{5}(x_{1}+x_{2}-3-3)=-故所截线段的中点坐标为(\frac{3}{2},-\frac{6}{5}),故填:(\frac{3}{2},-\frac{6}{5})

[4686] 设弦的两个端点的坐标,用点差法,即:代入抛物线方程后作差,代入A点坐标得到弦所在的直线的斜率,由点斜式求出直线的方程设弦的两个端点为M(x_{1},y_{1}),N(x_{2},y_{2})分别代入抛物线方程,得:y_{1}2=2x\textcircled{1}\textcircled{1}\textcircled{1}-\textcircled{2}得:y_{1}2-y_{2}^{2}=2(x_{1}-x_{2}),即\frac{y_{1}^{2}}{x_{1}-x_{2}}=又因为MN被点A(4,2)平分,所以y_{1}+y_{2}即弦MN所在的直线的斜率k=\frac{1}{2}所以这条线所在的直线方程为:y-2=\frac{1}{2}(x-4),即x-2y=0.

[4688] 由题意可得a=\sqrt{m},b=1,c=\sqrt{1+m},则e=\frac{c}{a}=\frac{\sqrt{1+m}}{\sqrt{m}}=\frac{\sqrt{5}}{2},解得m=4.

[4689] 分析:先判定O(0,0)是两曲线的一个公共点,利用两点的距离和点在圆上确定另一交点的坐标再将点的坐标代入抛物线方程进行求解.详显然O(0,0)是抛物线y^{2}=2px(p>0)与圆x^{2}+(y-1)^{2}=1的一个交点设另一个交点为A(x,y),x>0,因为|oA|=\frac{2\sqrt{3}}{3},所以x^{2}+y^{2}=\frac{4}{3},联立\begin{cases}x^{2}+y^{2}=\frac{4}{3}\\x^{2}+(y-1)^{2}=1\end{cases},得A(\frac{2\sqrt{2}}{3},\frac{2}{3})又A(\frac{2\sqrt{2}}{3},\frac{2}{3})在抛物线y^{2}=2px上,则\frac{4}{9}=2p\times\frac{2\sqrt{2}}{3},解得p=\frac{1}{3\sqrt{2}}=\frac{\sqrt{2}}{6}即该抛物线的焦点到准线的距离为\frac{\sqrt{2}}{6}.

