sample_id,before_curve_type,after_curve_type,before_query_type,after_query_type,query_type_changed,before_reasoning_success,after_reasoning_success,reasoning_transition,before_final_answer_correct,after_final_answer_correct,correctness_transition,before_failure_reason,after_failure_reason,before_reasoning_failure_reason,after_reasoning_failure_reason,before_num_steps,after_num_steps,num_steps_delta,before_first_model,after_first_model,before_last_model,after_last_model,before_model_sequence_len,after_model_sequence_len,model_sequence_changed,model_sequence_lcp,new_model_ids_after,removed_model_ids_after,after_repeated_model_loop,expected_answer,before_predicted_answer,after_predicted_answer,query,facts,before_model_sequence,after_model_sequence
6405,Hyperbola,Hyperbola,Length,Length,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,4,4,4,Length(RealAxis(G)),G: Hyperbola;Expression(G) = (x^2/4 - y^2/16 = 1),21,21
6407,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,62,62,15,15,False,15,,,False,8,"Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B)) not found","Abs(LineSegmentOf(A, B))","E: Parabola;P: Point;A: Point;B: Point;l1: Line;l2: Line;Expression(E) = (x^2 = 4*y);Coordinate(P) = (2, -1);TangentOfPoint(P, E) = {l1, l2};TangentPoint(l1, E) = A;TangentPoint(l2, E) = B",29 29 29 29 29 29 29 62 62 62 62 62 62 62 62,29 29 29 29 29 29 29 62 62 62 62 62 62 62 62
6444,Hyperbola,Hyperbola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,21,21,13,13,15,15,False,15,,,False,"(5,0)",Coordinate(RightFocus(G)) not found,Coordinate(RightFocus(G)) not found,Coordinate(RightFocus(G)),G: Hyperbola;a: Number;a>0;Expression(G) = (-y^2/9 + x^2/a^2 = 1);Eccentricity(G) = 5/4,21 21 21 21 21 21 21 21 21 13 13 13 13 13 13,21 21 21 21 21 21 21 21 21 13 13 13 13 13 13
6468,Other,Other,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,62,62,62,62,15,15,False,15,,,True,"(-5,3)",Coordinate(P) not found,Coordinate(P) not found,Coordinate(P),"l: Line;Expression(l) = (x - y + 8 = 0);A: Point;B: Point;Coordinate(A) = (2, 0);Coordinate(B) = (-2, -4);PointOnCurve(P,l);WhenMin(Abs(LineSegmentOf(P,A))+Abs(LineSegmentOf(P,B)));P:Point",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
6490,Other,Other,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,53,53,62,62,15,15,False,15,,,True,抛物线,Locus not found,Locus not found,Locus(P),"A: Point;B: Point;P: Point;Coordinate(A) = (-2, 0);Coordinate(B) = (3, 0);Coordinate(P) = (x, y);x: Number;y: Number;DotProduct(VectorOf(P, A), VectorOf(P, B)) = x^2 - 6",53 62 62 62 62 62 62 62 62 62 62 62 62 62 62,53 62 62 62 62 62 62 62 62 62 62 62 62 62 62
6529,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,y=pm*x,y=pm*(b/2)*x,y=pm*(b/2)*x,Expression(Asymptote(G)),G: Hyperbola;b: Number;H: Parabola;Expression(G) = (x^2/4 - y^2/b^2 = 1);Expression(H) = (y^2 = 8*sqrt(2)*x);RightFocus(G) = Focus(H),21,21
6535,Parabola,Parabola,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,sqrt(5),Min not found,Min not found,"Min(Distance(P,A)+Distance(P,H))","G: Parabola;H: Line;A: Point;P: Point;Expression(G) = (y^2 = 4*x);Expression(H) = (x = -1);Coordinate(A) = (-1, 1);PointOnCurve(P, G)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
6539,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,sqrt(13)/4,sqrt(1-b^2/a^2),sqrt(1-b^2/a^2),Eccentricity(G),"G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;P: Point;PointOnCurve(P, G);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;AngleOf(F1, P, F2) = ApplyUnit(120, degree);Abs(LineSegmentOf(P, F1)) = 3*Abs(LineSegmentOf(P, F2))",13,13
6543,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,"(pm*2,0)
sqrt(3)*x+pm*y=0","(0, pm*sqrt(-3*a^2+Abs(a^2)))
y=-sqrt(3)*x","(0, pm*sqrt(-3*a^2+Abs(a^2)))
y=-sqrt(3)*x",Coordinate(Focus(G));Expression(Asymptote(G)),G: Hyperbola;b: Number;a: Number;H: Parabola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y^2 = 8*x);Eccentricity(G) = 2;OneOf(Focus(G))=Focus(H),21,21
6600,Parabola,Parabola,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,0,Min not found,Min not found,"Min(Distance(P, LineOf(A,B)))","G: Parabola;A: Point;B: Point;P: Point;Expression(G) = (y^2 = 8*x);Coordinate(A) = (0, -4);Coordinate(B) = (3, 2);PointOnCurve(P, G)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
6673,Parabola,Parabola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,62,62,15,15,False,15,,,False,"(4, pm*4*sqrt(2))",Coordinate(A) not found,Coordinate(A) not found,Coordinate(A),"G: Parabola;A: Point;F: Point;Expression(G) = (y^2 = 8*x);Focus(G) = F;PointOnCurve(A, G);Abs(LineSegmentOf(A, F))=6",2 29 29 29 29 29 29 62 62 62 62 62 62 62 62,2 29 29 29 29 29 29 62 62 62 62 62 62 62 62
6709,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,1+3*sqrt(2)/4,Min not found,Min not found,"Min(Abs(LineSegmentOf(A, F)) + 2*Abs(LineSegmentOf(B, F)))","l: Line;E: Ellipse;A: Point;F: Point;B: Point;Expression(E) = (x^2/2 + y^2 = 1);LeftFocus(E) = F;PointOnCurve(F, l);Intersection(l, E) = {A, B}",13,13
6717,Parabola,Parabola,Distance,Distance,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,78,78,29,29,15,15,False,15,,,True,5,Min not found,Min not found,"Min(Distance(M, G))","l: Line;C: Parabola;G: Line;B: Point;A: Point;F: Point;M: Point;Expression(C) = (y^2 = 4*x);Expression(G) = (x + 1 = 0);Focus(C) = F;PointOnCurve(F, l);Intersection(l, C) = {A, B};Abs(LineSegmentOf(A, B)) = 10;MidPoint(LineSegmentOf(A,B)) = M",78 78 78 78 29 29 29 29 29 29 29 29 29 29 29,78 78 78 78 29 29 29 29 29 29 29 29 29 29 29
6725,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,42,42,42,42,1,1,False,1,,,False,x=pm*3,Equation(Directrix) not found,Equation(Directrix) not found,Expression(Directrix(H)),"G: Parabola;H: Ellipse;a: Number;Expression(G) = (y^2 = 4*x);Expression(H) = (y^2/2 + x^2/a^2 = 1);PointOnCurve(Focus(H), Directrix(G))",42,42
6727,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,56,56,62,62,15,15,False,15,,,True,2*sqrt(3)/3,Max not found,Max not found,"Max(LineSegmentOf(M, O)/LineSegmentOf(M, F))","G: Parabola;M: Point;O: Origin;F: Point;Vertex(G) = O;Focus(G)=F;PointOnCurve(M, G)",56 56 56 62 62 62 62 62 62 62 62 62 62 62 62,56 56 56 62 62 62 62 62 62 62 62 62 62 62 62
6731,Ellipse,Ellipse,Area,Area,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,56,56,13,13,15,15,False,15,,,False,2/3,4.44288,4.44288,"Area(TriangleOf(A, O, B))","G: Ellipse;H: Line;A: Point;O: Origin;B: Point;Expression(G) = (x^2/2 + y^2 = 1);PointOnCurve(RightFocus(G), H);Slope(H) = 1;Intersection(H, G) = {A, B}",56 56 56 56 56 56 56 56 13 13 13 13 13 13 13,56 56 56 56 56 56 56 56 13 13 13 13 13 13 13
6735,Circle,Circle,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,x^2=-4*y,Expression(G) = (y = 1),Expression(G) = (y = 1),LocusEquation(M1),"M: Circle;H: Point;Coordinate(H) = (0, -1);G: Line;Expression(G) = (y = 1);M1: Point;Center(M) = M1;PointOnCurve(H,M);IsTangent(M,G)",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
6746,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,9,Max not found,Max not found,Max(z),"G: Ellipse;Expression(G) = (x^2/a^2 + y^2/b^2 = 1);a: Number;In(a, [1, 5]);In(b, [2, 4]);b: Number;PointOnCurve(Focus(G), xAxis);Eccentricity(G) < sqrt(3)/2;z: Number;z = a + b",13,13
6800,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,0,63,63,63,15,15,True,0,,0 14,True,x^2/100 + y^2/64=1,No equation found,No equation found,Expression(G),"G: Ellipse;Coordinate(OneOf(Endpoint((MinorAxis((G)))))) = (0, -8);Eccentricity(G) = 3/5",0 0 0 0 0 0 0 14 63 63 63 63 63 63 63,63 63 63 63 63 63 63 63 63 63 63 63 63 63 63
6810,Hyperbola,Hyperbola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,56,56,15,15,False,15,,,False,2*sqrt(7)-2,Min not found,Min not found,"Min(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))","P: Point;PointOnCurve(P, RightPart(G)) = True;RightFocus(G) = F;F: Point;G: Hyperbola;Expression(G) = (x^2 - y^2/3 = 1);A: Point;Coordinate(A) = (3, sqrt(3))",1 1 1 1 1 1 1 1 1 1 56 56 56 56 56,1 1 1 1 1 1 1 1 1 1 56 56 56 56 56
6851,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,True,True,correct->correct,none,none,none,none,1,1,0,63,63,63,63,1,1,False,1,,,False,x^2/16+y^2/7=1,x^2/16+y^2/7=1,x^2/16+y^2/7=1,Expression(C),"G: Ellipse;C:Ellipse;H: Point;Expression(G) = (x^2/25 + y^2/16 = 1);Coordinate(H) = (-3, 7/4);Focus(G)=Focus(C);PointOnCurve(H,C)",63,63
6913,Other,Other,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,2,k: Number,k: Number,k,"A: Point;Coordinate(A) = (-2, 0);B: Point;Coordinate(B) = (2, 0);l: Line;k:Number;Slope(l) = k;M: Point;N: Point;PointOnCurve(M,l) = True;PointOnCurve(N,l) = True;Negation(M = N);Abs(LineSegmentOf(M,A)) - Abs(LineSegmentOf(M,B)) = 2*sqrt(3);Abs(LineSegmentOf(N, A)) - Abs(LineSegmentOf(N, B)) = 2*sqrt(3);Coordinate(MidPoint(LineSegmentOf(M,N))) = (6,1)",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
6933,Parabola,Parabola,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,42,42,62,62,15,15,False,15,,,False,"[1, sqrt(2)]","Range(Abs(LineSegmentOf(P, A))/Abs(LineSegmentOf(P, F))) not found","Range(Abs(LineSegmentOf(P, A))/Abs(LineSegmentOf(P, F))) not found","Range(Abs(LineSegmentOf(P, A))/Abs(LineSegmentOf(P, F)))","G: Parabola;P: Point;A: Point;F: Point;x0: Number;y0: Number;Expression(G) = (y^2 = 8*x);Coordinate(P) = (x0, y0);Coordinate(A) = (-2, 0);Focus(G) = F;PointOnCurve(P, G)",42 42 42 42 43 43 43 62 62 62 62 62 62 62 62,42 42 42 42 43 43 43 62 62 62 62 62 62 62 62
6950,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,sqrt(5),sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;a: Number;b: Number;P: Point;F1: Point;F2: Point;a>0;b>0;Negation(a = b);Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);RightFocus(G) = F2;LeftFocus(G) = F1;l: Line;PointOnCurve(F2, l);IsPerpendicular(l, Asymptote(G));FootPoint(l, Asymptote(G)) = P;Tan(AngleOf(P, F1, F2)) = 1/3",13,13
6954,Parabola,Parabola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,29,29,29,29,15,15,False,15,,,True,2,a: Number,a: Number,a,"G: Parabola;a: Number;P: Point;F: Point;a>0;y0:Number;Expression(G) = (y^2 = a*x);Coordinate(P) = (3/2, y0);PointOnCurve(P, G);Focus(G) = F;Distance(P, F) = 2",29 29 29 29 29 29 29 29 29 29 29 29 29 29 29,29 29 29 29 29 29 29 29 29 29 29 29 29 29 29
6970,Hyperbola,Hyperbola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,56,56,15,15,False,15,,,False,2*sqrt(10),"Abs(VectorOf(P, F1) + VectorOf(P, F2)) not found","Abs(VectorOf(P, F1) + VectorOf(P, F2)) not found","Abs(VectorOf(P, F1) + VectorOf(P, F2))","G: Hyperbola;Expression(G) = (x^2 - y^2/9 = 1);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, G) = True;DotProduct(VectorOf(P, F1), VectorOf(P, F2)) = 0",1 1 1 1 1 1 1 1 1 1 56 56 56 56 56,1 1 1 1 1 1 1 1 1 1 56 56 56 56 56
7016,Hyperbola,Hyperbola,Eccentricity,Eccentricity,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,1,1,1,1,1,1,False,1,,,False,sqrt(22)/2,sqrt(1+b^2/a^2),sqrt(1+b^2/a^2),Eccentricity(G),"G: Hyperbola;a: Number;b: Number;P: Point;F2: Point;F1: Point;O:Origin;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Focus(G) = {F1, F2};PointOnCurve(P, G);Distance(P, O) = b;Sin(AngleOf(P, F2, F1)) = 2*Sin(AngleOf(P, F1, F2))",1,1
7026,Other,Other,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,54,54,62,62,15,15,False,15,,,False,(x-2)^2+y^2=1/4,Expression(G) = (x^2 + y^2 = 1),Expression(G) = (x^2 + y^2 = 1),LocusEquation(P),"G: Curve;B: Point;A: Point;P: Point;Expression(G) = (x^2 + y^2 = 1);Coordinate(A) = (4, 0);PointOnCurve(B, G);MidPoint(LineSegmentOf(A,B)) = P",54 54 54 54 54 54 62 62 62 62 62 62 62 62 62,54 54 54 54 54 54 62 62 62 62 62 62 62 62 62
7066,Parabola,Parabola,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,62,62,62,62,15,15,False,15,,,True,"(0, 1]","Range(Abs(LineSegmentOf(H, N))/Abs(LineSegmentOf(A, B))) not found","Range(Abs(LineSegmentOf(H, N))/Abs(LineSegmentOf(A, B))) not found","Range(Abs(LineSegmentOf(H, N))/Abs(LineSegmentOf(A, B)))","G: Parabola;p: Number;A: Point;B: Point;H: Point;N: Point;F: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Focus(G) = F;PointOnCurve(A,G);PointOnCurve(B,G);AngleOf(A, F, B) = ApplyUnit(60, degree);IsChordOf(LineSegmentOf(A,B),G);MidPoint(LineSegmentOf(A,B))=H;PointOnCurve(H,LineOf(H,N));IsPerpendicular(Directrix(G),LineOf(H,N));FootPoint(Directrix(G),LineOf(H,N))=N",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
7076,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,7,Min not found,Min not found,"Min(Abs(LineSegmentOf(M, F)) + Abs(LineSegmentOf(M, N)))","G: Hyperbola;a: Number;H: Circle;M: Point;N: Point;F: Point;a>0;Expression(G) = (-y^2/12 + x^2/a^2 = 1);Expression(H) = (x^2 + (y - 3)^2 = 4);Expression(OneOf(Asymptote(G))) = (sqrt(3)*x - y = 0);LeftFocus(G) = F;PointOnCurve(M, RightPart(G));PointOnCurve(N, H)",21,21
7098,Parabola,Parabola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,15,15,0,62,62,62,62,15,15,False,15,,,True,x^2=pm*16*y,No equation found,No equation found,Expression(G),"G: Parabola;O: Origin;Vertex(G) = O;SymmetryAxis(G) = yAxis;L: LineSegment;PointOnCurve(Focus(G), L) = True;IsPerpendicular(L, yAxis) = True;IsChordOf(L, G) = True;Length(L) = 16",62 62 62 62 62 62 62 62 62 62 62 62 62 62 62,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62
7110,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,2,2,29,29,15,15,False,15,,,True,pm*2*sqrt(2),Slope not found,Slope not found,Slope(l),"G: Parabola;Expression(G) = (y^2 = 2*p*x);p: Number;p>0;F: Point;Focus(G) = F;l: Line;PointOnCurve(F, l);A: Point;B: Point;Intersection(l, G) = {A, B};C: Point;Intersection(l, Directrix(G)) = C;VectorOf(C, B) = 3*VectorOf(B, F)",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
7131,Ellipse,Ellipse,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,62,62,62,62,1,1,False,1,,,False,x^2/25+y^2/16=1,y^2/b^2+x^2/a^2=1,y^2/b^2+x^2/a^2=1,Expression(G),"G: Ellipse;b: Number;a: Number;B: Point;A: Point;F: Point;C: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);LeftVertex(G) = A;RightFocus(G) = F;UpperVertex(G) = B;LowerVertex(G) = C;T:Point;Coordinate(T)=(3*a,16);Intersection(LineOf(A,B),LineOf(C,F))=T",62,62
7137,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,4*x^2/9 - y^2/4 = 1,Expression(G) = (x^2/9 - y^2/16 = 1),Expression(G) = (x^2/9 - y^2/16 = 1),Expression(G1),"G: Hyperbola;Expression(G) = (x^2/9 - y^2/16 = 1);G1: Hyperbola;Asymptote(G) = Asymptote(G1);H: Point;Coordinate(H) = (-3, 2*sqrt(3));PointOnCurve(H, G1) = True",21,21
7167,Ellipse,Ellipse,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,0,0,62,62,15,15,False,15,,,False,16,Max not found,Max not found,"Max(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, B)))","G: Ellipse;P: Point;A: Point;B: Point;C:Curve;D:Curve;Expression(G) = (x^2/9 + y^2/25 = 1);PointOnCurve(P, G);PointOnCurve(A, C);PointOnCurve(B, D);Expression(C)=(x^2+(y-4)^2=16);Expression(D)=(x^2+(y+4)^2=4)",0 0 0 0 0 62 62 62 62 62 62 62 62 62 62,0 0 0 0 0 62 62 62 62 62 62 62 62 62 62
7176,Ellipse,Ellipse,Range,Range,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,13,13,13,13,15,15,False,15,,,True,"[7, 13]","Range(LineSegmentOf(P, M) + LineSegmentOf(P, N)) not found","Range(LineSegmentOf(P, M) + LineSegmentOf(P, N)) not found","Range(LineSegmentOf(P, M) + LineSegmentOf(P, N))","G: Ellipse;H: Circle;D: Circle;P: Point;M: Point;N: Point;Expression(G) = (x^2/25 + y^2/16 = 1);Expression(H) = (y^2 + (x + 3)^2 = 4);Expression(D) = (y^2 + (x - 3)^2 = 1);PointOnCurve(P, G);PointOnCurve(M, H);PointOnCurve(N, D)",13 13 13 13 13 13 13 13 13 13 13 13 13 13 13,13 13 13 13 13 13 13 13 13 13 13 13 13 13 13
7179,Hyperbola,Hyperbola,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,21,21,21,21,1,1,False,1,,,False,sqrt(3),k: Number,k: Number,k,G: Hyperbola;b: Number;a: Number;k:Number;a>0;b>0;k>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(OneOf(Asymptote(G)))=(y=k*x);Eccentricity(G)=2,21,21
7181,Hyperbola,Hyperbola,Equation,Equation,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,63,63,63,63,1,1,False,1,,,False,x^2-y^2/3=1,(x^2-y^2/3)/a^2=1,(x^2-y^2/3)/a^2=1,Expression(G),H: Parabola;Expression(H) = (y^2 = 4*x);F: Point;Focus(H) = F;G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;RightVertex(G) = F;Expression(Asymptote(G)) = (y = pm*sqrt(3)*x),63,63
7183,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,False,wrong->wrong,max_steps,answer_mismatch,max_steps,none,15,15,0,29,29,62,62,15,15,False,15,,,False,10,"Abs(LineSegmentOf(A, B)) not found",8*sqrt((k^2+1)^2/k^4),"Abs(LineSegmentOf(A, B))","H: Line;Expression(H) = (y = k*(x - 2));k: Number;G: Parabola;Expression(G) = (y^2 = 8*x);Intersection(H, G) = {A, B};B: Point;A: Point;XCoordinate(MidPoint(LineSegmentOf(A, B))) = 3",29 29 29 29 29 29 29 62 62 62 62 62 62 62 62,29 29 29 29 29 29 29 62 62 62 62 62 62 62 62
7184,Parabola,Parabola,Value,Value,False,False,True,failure->success,False,True,wrong->correct,max_steps,none,max_steps,none,15,15,0,2,2,29,29,15,15,False,15,,,True,6,Min not found,6,"Min(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))","G: Parabola;Expression(G) = (x^2 = 8*y);P: Point;PointOnCurve(P, G);A: Point;Coordinate(A) = (-2, 4);F: Point;Focus(G) = F",2 29 29 29 29 29 29 29 29 29 29 29 29 29 29,2 29 29 29 29 29 29 29 29 29 29 29 29 29 29
7185,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,sqrt(6),a,a,a,"G: Ellipse;Expression(G) = (y^2/2 + x^2/a^2 = 1);a: Number;a>0;H: Point;Coordinate(H) = (2, 0);OneOf(Focus(G)) = H",13,13
7201,Hyperbola,Hyperbola,Coordinate,Coordinate,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,1,1,62,62,15,15,False,15,,,False,"(pm*sqrt(7),1)",Coordinate(B) not found,Coordinate(B) not found,Coordinate(B),"G: Hyperbola;H: Point;O: Origin;F1: Point;F2:Point;A:Point;B:Point;Coordinate(H)=(4,-sqrt(10));Coordinate(A)=(0,2);Center(G)=O;Focus(G)={F1,F2};PointOnCurve(F1,axis);PointOnCurve(F2,axis);Expression(OneOf(Asymptote(G)))=(y=x);PointOnCurve(H,G);PointOnCurve(B,G);WhenMin(Distance(A,B))",1 1 1 1 1 1 1 62 62 62 62 62 62 62 62,1 1 1 1 1 1 1 62 62 62 62 62 62 62 62
7208,Parabola,Parabola,Value,Value,False,False,False,failure->failure,False,False,wrong->wrong,max_steps,max_steps,max_steps,max_steps,15,15,0,29,29,62,62,15,15,False,15,,,False,sqrt(2)/2,Max not found,Max not found,"Max(Abs(LineSegmentOf(M, N))/Abs(LineSegmentOf(A, B)))","G: Parabola;Expression(G) = (y^2 = 2*(p*x));p: Number;p>0;F: Point;Focus(G) = F;A: Point;B: Point;PointOnCurve(A, G);PointOnCurve(B, G);AngleOf(A, F, B) = pi/2;IsChordOf(LineSegmentOf(A, B), G);M: Point;MidPoint(LineSegmentOf(A, B)) = M;N: Point;Projection(M, Directrix(G)) = N",29 29 29 29 29 62 62 62 62 62 62 62 62 62 62,29 29 29 29 29 62 62 62 62 62 62 62 62 62 62
7223,Ellipse,Ellipse,Value,Value,False,True,True,success->success,False,False,wrong->wrong,answer_mismatch,answer_mismatch,none,none,1,1,0,13,13,13,13,1,1,False,1,,,False,9/17,m: Real,m: Real,m,C: Ellipse;G:Ellipse;m: Real;Expression(C) = (9*x^2 + 25*y^2 = 100);Expression(G)=(m*x^2+y^2=8);Focus(C)=Focus(G),13,13
7246,Ellipse,Ellipse,Eccentricity,Eccentricity,False,True,True,success->success,True,True,correct->correct,none,none,none,none,15,15,0,0,0,0,0,15,15,False,15,,,True,"sqrt(3)/2
x^2/9-y^2/3=1","sqrt(3)/2
x^2/9-y^2/3=1","sqrt(3)/2
x^2/9-y^2/3=1",Eccentricity(H);Expression(G),H: Ellipse;Expression(H) = (x^2 + 4*y^2 = 16);G: Hyperbola;Focus(G) = Focus(H);Expression(OneOf(Asymptote(G))) = (x + sqrt(3)*y = 0),0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
